note_combination,chord_label,raw_values_per_combination,weighted_modulations_per_region_in_note_combinations,weighted_sum_per_region_normalized_tension_value,raw_t_score_summed_only_modulations,raw_t_score_summed_using_weighted_normalized_value,raw_t_score_summed_using_weighted_modulations_no_norm,normed_values_only_modulations,normed_values_weighted_modulations_only,normed_values_normed_weighted_modulations,method,harmonics_considered
"G2,D#3",m6,"[[0, 3, 3, 11, 12, 11, 18, 15, 29, 10, 20, 17, 17, 19, 19]]",,,204.0,,,0.6538461538461539,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,17
"G2,C#3",TT,"[[1, 3, 3, 13, 13, 16, 15, 25, 12, 19, 17, 21, 15, 12, 21]]",,,206.0,,,0.7307692307692307,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,17
"G2,A#2",m3,"[[1, 2, 4, 15, 12, 23, 20, 16, 20, 16, 16, 17, 18, 15, 14]]",,,209.0,,,0.8461538461538461,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,17
"G2,C3",P4,"[[4, 0, 3, 14, 16, 16, 24, 10, 18, 17, 18, 18, 16, 18, 17]]",,,209.0,,,0.8461538461538461,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,17
"G2,A2",M2,"[[1, 2, 5, 12, 25, 16, 19, 15, 17, 15, 20, 15, 17, 16, 15]]",,,210.0,,,0.8846153846153846,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,17
"G2,B2",M3,"[[0, 4, 2, 16, 14, 12, 25, 18, 22, 13, 18, 16, 17, 18, 15]]",,,210.0,,,0.8846153846153846,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,17
"G2,G2",U,"[[17, 0, 0, 12, 18, 18, 16, 16, 16, 16, 16, 20, 16, 14, 16]]",,,211.0,,,0.9230769230769231,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,17
"G2,G#2",m2,"[[2, 1, 3, 24, 15, 16, 19, 17, 19, 13, 20, 17, 14, 14, 19]]",,,213.0,,,1.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,17
"G2,G3",8v,"[[3, 13]]",,,16.0,,,0.0,,,Chan's method Vanilla Cap 0 with  distributive,18
"G2,D3",P5,"[[0, 18]]",,,18.0,,,0.07407407407407407,,,Chan's method Vanilla Cap 0 with  distributive,18
"G2,E3",M6,"[[0, 22]]",,,22.0,,,0.2222222222222222,,,Chan's method Vanilla Cap 0 with  distributive,18
"G2,F3",m7,"[[1, 21]]",,,22.0,,,0.2222222222222222,,,Chan's method Vanilla Cap 0 with  distributive,18
"G2,C3",P4,"[[1, 22]]",,,23.0,,,0.25925925925925924,,,Chan's method Vanilla Cap 0 with  distributive,18
"G2,F#3",M7,"[[10, 15]]",,,25.0,,,0.3333333333333333,,,Chan's method Vanilla Cap 0 with  distributive,18
"G2,D#3",m6,"[[6, 21]]",,,27.0,,,0.4074074074074074,,,Chan's method Vanilla Cap 0 with  distributive,18
"G2,G2",U,"[[6, 22]]",,,28.0,,,0.4444444444444444,,,Chan's method Vanilla Cap 0 with  distributive,18
"G2,C#3",TT,"[[10, 21]]",,,31.0,,,0.5555555555555556,,,Chan's method Vanilla Cap 0 with  distributive,18
"G2,B2",M3,"[[5, 27]]",,,32.0,,,0.5925925925925926,,,Chan's method Vanilla Cap 0 with  distributive,18
"G2,A2",M2,"[[1, 32]]",,,33.0,,,0.6296296296296297,,,Chan's method Vanilla Cap 0 with  distributive,18
"G2,A#2",m3,"[[0, 35]]",,,35.0,,,0.7037037037037037,,,Chan's method Vanilla Cap 0 with  distributive,18
"G2,G#2",m2,"[[20, 23]]",,,43.0,,,1.0,,,Chan's method Vanilla Cap 0 with  distributive,18
"G2,G3",8v,"[[2.546071428571429, 0.0, 0.0, 0.8923241464417936, 1.9100649350649348, 2.2577262443438912, 2.4440516836105073, 1.584284685902333, 3.2004153199741436, 2.773038432156079, 2.711784685902333, 7.801530675207146, 3.7830144855144856, 4.744507992007992, 5.332440794499616]]","[[0.0, 0.0, 0.0, 0.8923241464417936, 1.9100649350649348, 1.5804083710407237, 0.0, 1.584284685902333, 0.0, 0.0, 1.8982492801316329, 0.0, 0.0, 0.0, 0.0]]",[0.18735341102074443],41.981255509196686,0.18735341102074443,7.865331418581418,0.0,0.0,0.0,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,18
"G2,D3",P5,"[[1.47, 0.0, 0.0, 2.1602462243638714, 2.903440530058177, 2.555188047246871, 4.219511958629606, 1.3833955750132219, 7.358927543045191, 3.32918904624787, 3.850610125168949, 4.625202297702296, 4.639473761532584, 5.119058441558442, 6.972201034259857]]","[[0.0, 0.0, 0.0, 2.1602462243638714, 2.903440530058177, 1.7886316330728096, 0.0, 1.3833955750132219, 0.0, 0.0, 2.695427087618264, 0.0, 0.0, 0.0, 0.0]]",[0.21608834421632922],50.586444584826936,0.21608834421632922,10.931141050126346,0.48556941069775045,0.23533807499054443,0.14727507839679657,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,18
"G2,E3",M6,"[[0.0, 0.7658823529411763, 0.25, 1.8359023329611566, 2.0853054298642535, 3.6013044308632547, 3.0983955750132224, 2.330291179408827, 3.178395575013222, 6.689284685902333, 3.724765969324793, 3.777825409884233, 4.849552947052947, 4.590967268026091, 4.706785714285715]]","[[0.0, 0.5361176470588234, 0.175, 1.8359023329611566, 2.0853054298642535, 2.520913101604278, 0.0, 2.330291179408827, 0.0, 0.0, 2.6073361785273548, 0.0, 0.0, 0.0, 0.0]]",[0.2658229427165279],45.484658870541224,0.2658229427165279,12.090865869424693,0.19768833556745444,0.3243610213875443,0.40217968678041444,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,18
"G2,D#3",m6,"[[0.0, 0.5011363636363637, 0.3729153199741435, 2.5983823529411763, 2.155545190104014, 1.9747592113768586, 4.382434036551684, 2.577330904389728, 8.29820649938297, 1.6586495857084094, 4.468337397896221, 3.818117617676441, 4.8122277722277715, 4.943402332961156, 7.902857142857143]]","[[0.0, 0.3507954545454546, 0.2610407239819004, 2.5983823529411763, 2.155545190104014, 1.382331447963801, 0.0, 2.577330904389728, 0.0, 0.0, 3.1278361785273545, 0.0, 0.0, 0.0, 0.0]]",[0.24677369598124702],50.46430172768408,0.24677369598124702,12.45326225245343,0.47867719314825385,0.3521793393574508,0.3045466320159272,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,18
"G2,C3",P4,"[[0.9375, 0.0, 0.36434389140271495, 2.5509023329611566, 3.342011958629606, 2.7986495857084095, 7.551173532350003, 1.4470319386495856, 4.521383616383616, 3.621863871422695, 4.264298936357759, 4.603467268026091, 4.92327922077922, 7.147980255039078, 4.893272462831286]]","[[0.0, 0.0, 0.2550407239819005, 2.5509023329611566, 3.342011958629606, 1.9590547099958866, 0.0, 1.4470319386495856, 0.0, 0.0, 2.985009255450431, 0.0, 0.0, 0.0, 0.0]]",[0.23673255630560952],52.967158870541226,0.23673255630560952,12.539050919668565,0.6199071948642579,0.3587646601127518,0.25308280494324337,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,18
"G2,G2",U,"[[6.291194540753363, 0.0, 0.0, 1.7744670035846506, 3.4044088264676504, 3.8461495857084094, 3.7282275077863316, 3.1440716636304873, 4.6938693659281885, 3.957623112181936, 3.7233373978962216, 8.346239495798319, 4.465480255039077, 5.016740759240759, 7.2469537815126035]]","[[0.0, 0.0, 0.0, 1.7744670035846506, 3.4044088264676504, 2.6923047099958866, 0.0, 3.1440716636304873, 0.0, 0.0, 2.606336178527355, 0.0, 0.0, 0.0, 0.0]]",[0.22840159033323623],59.638763295528,0.22840159033323623,13.621588382206031,0.9963692342892391,0.44186254065869285,0.21038412670546539,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,18
"G2,F#3",M7,"[[0.22588235294117648, 0.0, 0.3020979020979021, 3.3442857142857143, 1.6823241464417935, 1.5338044308632544, 3.3084405300581774, 2.3050781571369807, 3.7250439266615736, 2.270617617676441, 7.62974496092143, 2.9776880472468705, 4.183539695598518, 4.19491008991009, 6.2235771581359804]]","[[0.0, 0.0, 0.21146853146853145, 3.3442857142857143, 1.6823241464417935, 1.073663101604278, 0.0, 2.3050781571369807, 0.0, 0.0, 5.3408214726450005, 0.0, 0.0, 0.0, 0.0]]",[0.3178907710215565],43.907034729975905,0.3178907710215565,13.957641123582299,0.10866693028464935,0.46765866460489264,0.6690427918163533,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,18
"G2,B2",M3,"[[0.0, 0.7885714285714285, 0.4125, 2.9291747957924428, 2.3980384321560795, 2.4350439266615744, 7.865538432156079, 3.160078157136981, 5.4760846506434735, 2.870792442851266, 4.871973761532584, 4.0653771228771225, 4.522375859434682, 7.156843891402714, 5.677564935064934]]","[[0.0, 0.5519999999999999, 0.28874999999999995, 2.9291747957924428, 2.3980384321560795, 1.704530748663102, 0.0, 3.160078157136981, 0.0, 0.0, 3.410381633072809, 0.0, 0.0, 0.0, 0.0]]",[0.2643779043378544],54.62995783628136,0.2643779043378544,14.442953766821415,0.7137348036253277,0.5049122964198962,0.3947734353352843,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,18
"G2,F3",m7,"[[0.1125, 0.30000000000000004, 0.5493506493506493, 1.3802262443438915, 3.420123112181936, 2.4289417935006172, 2.7609472880061117, 2.6133955750132225, 2.6731483222659698, 2.7749340365516844, 7.433453752130221, 3.7182992007992013, 4.616863871422694, 4.8099100899100895, 5.179940794499617]]","[[0.0, 0.21000000000000002, 0.38454545454545447, 1.3802262443438915, 3.420123112181936, 1.7002592554504319, 0.0, 2.6133955750132225, 0.0, 0.0, 5.203417626491155, 0.0, 0.0, 0.0, 0.0]]",[0.33306431923323304],44.77203472997591,0.33306431923323304,14.911967268026093,0.15747672825213826,0.540914771388462,0.7468117390145881,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,18
"G2,A#2",m3,"[[0.13846153846153847, 0.5499999999999999, 0.6552330022918257, 2.6965516836105077, 2.1324340365516834, 7.213752717870364, 3.962141828759476, 3.280727507786331, 4.40746826702709, 4.383948551448551, 4.306259475818299, 4.642375859434683, 7.048337397896221, 4.695247252747253, 4.8395187165775395]]","[[0.0, 0.38499999999999995, 0.4586631016042779, 2.6965516836105077, 2.1324340365516834, 5.049626902509255, 0.0, 3.280727507786331, 0.0, 0.0, 3.0143816330728095, 0.0, 0.0, 0.0, 0.0]]",[0.30967468126420084],54.95245783628136,0.30967468126420084,17.017384865134865,0.7319326762779463,0.7025311089642268,0.6269328883447282,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,18
"G2,A2",M2,"[[0.30000000000000004, 0.2858823529411765, 0.7711363636363636, 2.0491098607275076, 7.7366098607275084, 3.0059023329611563, 4.262156079214902, 2.9954352999941234, 3.8696560792149026, 3.967395839454663, 5.694875859434682, 3.6474550449550454, 6.916129605688429, 4.977375859434682, 5.299701034259857]]","[[0.0, 0.2001176470588235, 0.5397954545454545, 2.0491098607275076, 7.7366098607275084, 2.104131633072809, 0.0, 2.9954352999941234, 0.0, 0.0, 3.986413101604277, 0.0, 0.0, 0.0, 0.0]]",[0.35159604200939265],55.778821472645,0.35159604200939265,19.611612857730503,0.7785623203688001,0.9016695732648908,0.8417923295769482,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,18
"G2,C#3",TT,"[[0.10588235294117647, 0.5657142857142856, 0.5145979020979021, 2.8777262443438913, 2.3387594758182995, 2.939154815772463, 2.439531938649586, 8.837265969324791, 1.8270319386495857, 3.7764417935006174, 4.178773726273726, 5.910967268026091, 3.6234023329611564, 3.1664935064935067, 8.648272462831285]]","[[0.0, 0.3959999999999999, 0.36021853146853144, 2.8777262443438913, 2.3387594758182995, 2.057408371040724, 0.0, 8.837265969324791, 0.0, 0.0, 2.925141608391608, 0.0, 0.0, 0.0, 0.0]]",[0.3824640401128272],51.75001601339837,0.3824640401128272,19.792520200387845,0.5512268515640096,0.915556406072308,1.0,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,18
"G2,G#2",m2,"[[0.31838235294117645, 0.12, 0.417032967032967, 7.498213257330905, 2.5552462243638714, 3.1282275077863315, 4.108402332961156, 4.169656079214902, 5.182410089910089, 2.7671485867074104, 5.862558177117, 6.902265969324792, 3.588382352941177, 4.65833739789622, 8.426843891402713]]","[[0.0, 0.08399999999999999, 0.2919230769230769, 7.498213257330905, 2.5552462243638714, 2.189759255450432, 0.0, 4.169656079214902, 0.0, 0.0, 4.1037907239819, 0.0, 0.0, 0.0, 0.0]]",[0.34994139504080246],59.70310718693071,0.34994139504080246,20.89258861726509,1.0,1.0,0.8333117717708981,Experimental_methods's  with weights on harmonics and weights on regions and distributive Cap 0,18
"G2,G3",8v,"[[2.546071428571429, 0.0, 0.0, 0.8923241464417936, 1.9100649350649348, 2.2577262443438912, 2.4440516836105073, 1.584284685902333, 3.2004153199741436, 2.773038432156079, 2.711784685902333, 7.801530675207146, 3.7830144855144856, 4.744507992007992, 5.332440794499616]]",,,41.981255509196686,,,0.0,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,18
"G2,F#3",M7,"[[0.22588235294117648, 0.0, 0.3020979020979021, 3.3442857142857143, 1.6823241464417935, 1.5338044308632544, 3.3084405300581774, 2.3050781571369807, 3.7250439266615736, 2.270617617676441, 7.62974496092143, 2.9776880472468705, 4.183539695598518, 4.19491008991009, 6.2235771581359804]]",,,43.907034729975905,,,0.10866693028464935,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,18
"G2,F3",m7,"[[0.1125, 0.30000000000000004, 0.5493506493506493, 1.3802262443438915, 3.420123112181936, 2.4289417935006172, 2.7609472880061117, 2.6133955750132225, 2.6731483222659698, 2.7749340365516844, 7.433453752130221, 3.7182992007992013, 4.616863871422694, 4.8099100899100895, 5.179940794499617]]",,,44.77203472997591,,,0.15747672825213826,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,18
"G2,E3",M6,"[[0.0, 0.7658823529411763, 0.25, 1.8359023329611566, 2.0853054298642535, 3.6013044308632547, 3.0983955750132224, 2.330291179408827, 3.178395575013222, 6.689284685902333, 3.724765969324793, 3.777825409884233, 4.849552947052947, 4.590967268026091, 4.706785714285715]]",,,45.484658870541224,,,0.19768833556745444,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,18
"G2,D#3",m6,"[[0.0, 0.5011363636363637, 0.3729153199741435, 2.5983823529411763, 2.155545190104014, 1.9747592113768586, 4.382434036551684, 2.577330904389728, 8.29820649938297, 1.6586495857084094, 4.468337397896221, 3.818117617676441, 4.8122277722277715, 4.943402332961156, 7.902857142857143]]",,,50.46430172768408,,,0.47867719314825385,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,18
"G2,D3",P5,"[[1.47, 0.0, 0.0, 2.1602462243638714, 2.903440530058177, 2.555188047246871, 4.219511958629606, 1.3833955750132219, 7.358927543045191, 3.32918904624787, 3.850610125168949, 4.625202297702296, 4.639473761532584, 5.119058441558442, 6.972201034259857]]",,,50.586444584826936,,,0.48556941069775045,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,18
"G2,C#3",TT,"[[0.10588235294117647, 0.5657142857142856, 0.5145979020979021, 2.8777262443438913, 2.3387594758182995, 2.939154815772463, 2.439531938649586, 8.837265969324791, 1.8270319386495857, 3.7764417935006174, 4.178773726273726, 5.910967268026091, 3.6234023329611564, 3.1664935064935067, 8.648272462831285]]",,,51.75001601339837,,,0.5512268515640096,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,18
"G2,C3",P4,"[[0.9375, 0.0, 0.36434389140271495, 2.5509023329611566, 3.342011958629606, 2.7986495857084095, 7.551173532350003, 1.4470319386495856, 4.521383616383616, 3.621863871422695, 4.264298936357759, 4.603467268026091, 4.92327922077922, 7.147980255039078, 4.893272462831286]]",,,52.967158870541226,,,0.6199071948642579,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,18
"G2,B2",M3,"[[0.0, 0.7885714285714285, 0.4125, 2.9291747957924428, 2.3980384321560795, 2.4350439266615744, 7.865538432156079, 3.160078157136981, 5.4760846506434735, 2.870792442851266, 4.871973761532584, 4.0653771228771225, 4.522375859434682, 7.156843891402714, 5.677564935064934]]",,,54.62995783628136,,,0.7137348036253277,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,18
"G2,A#2",m3,"[[0.13846153846153847, 0.5499999999999999, 0.6552330022918257, 2.6965516836105077, 2.1324340365516834, 7.213752717870364, 3.962141828759476, 3.280727507786331, 4.40746826702709, 4.383948551448551, 4.306259475818299, 4.642375859434683, 7.048337397896221, 4.695247252747253, 4.8395187165775395]]",,,54.95245783628136,,,0.7319326762779463,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,18
"G2,A2",M2,"[[0.30000000000000004, 0.2858823529411765, 0.7711363636363636, 2.0491098607275076, 7.7366098607275084, 3.0059023329611563, 4.262156079214902, 2.9954352999941234, 3.8696560792149026, 3.967395839454663, 5.694875859434682, 3.6474550449550454, 6.916129605688429, 4.977375859434682, 5.299701034259857]]",,,55.778821472645,,,0.7785623203688001,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,18
"G2,G2",U,"[[6.291194540753363, 0.0, 0.0, 1.7744670035846506, 3.4044088264676504, 3.8461495857084094, 3.7282275077863316, 3.1440716636304873, 4.6938693659281885, 3.957623112181936, 3.7233373978962216, 8.346239495798319, 4.465480255039077, 5.016740759240759, 7.2469537815126035]]",,,59.638763295528,,,0.9963692342892391,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,18
"G2,G#2",m2,"[[0.31838235294117645, 0.12, 0.417032967032967, 7.498213257330905, 2.5552462243638714, 3.1282275077863315, 4.108402332961156, 4.169656079214902, 5.182410089910089, 2.7671485867074104, 5.862558177117, 6.902265969324792, 3.588382352941177, 4.65833739789622, 8.426843891402713]]",,,59.70310718693071,,,1.0,,,Experimental_methods's  with weights on harmonics without weights on regions and distributive Cap 0,18
"G2,G3",8v,"[[9, 0, 0, 7, 12, 13, 13, 11, 16, 17, 19, 27, 22, 22, 21]]","[[0, 0.0, 0.0, 7, 12, 9.1, 0, 11, 0, 0, 13.299999999999999, 0, 0, 0, 0]]",[0.2507177033492823],209.0,0.2507177033492823,52.4,0.0,0.0,0.0,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,18
"G2,F#3",M7,"[[2, 0, 2, 14, 11, 10, 17, 14, 20, 15, 28, 18, 22, 19, 24]]","[[0, 0.0, 1.4, 14, 11, 7.0, 0, 14, 0, 0, 19.599999999999998, 0, 0, 0, 0]]",[0.3101851851851852],216.0,0.3101851851851852,67.0,0.2413793103448276,0.3613861386138613,0.4272142520914905,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,18
"G2,D3",P5,"[[6, 0, 0, 15, 16, 16, 20, 11, 25, 21, 20, 20, 19, 20, 19]]","[[0, 0.0, 0.0, 15, 16, 11.2, 0, 11, 0, 0, 14.0, 0, 0, 0, 0]]",[0.2947368421052632],228.0,0.2947368421052632,67.2,0.6551724137931034,0.36633663366336633,0.3162333911034086,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,18
"G2,E3",M6,"[[0, 4, 2, 12, 11, 16, 18, 15, 21, 21, 21, 20, 22, 19, 18]]","[[0, 2.8, 1.4, 12, 11, 11.2, 0, 15, 0, 0, 14.7, 0, 0, 0, 0]]",[0.3095454545454545],220.0,0.3095454545454545,68.1,0.3793103448275862,0.3886138613861384,0.4226184286539569,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,18
"G2,F3",m7,"[[1, 2, 3, 9, 15, 13, 16, 16, 17, 16, 27, 21, 21, 20, 21]]","[[0, 1.4, 2.0999999999999996, 9, 15, 9.1, 0, 16, 0, 0, 18.9, 0, 0, 0, 0]]",[0.32798165137614677],218.0,0.32798165137614677,71.5,0.3103448275862069,0.47277227722772264,0.555064024083231,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,18
"G2,D#3",m6,"[[0, 3, 3, 13, 14, 12, 20, 17, 31, 12, 23, 18, 20, 20, 22]]","[[0, 2.0999999999999996, 2.0999999999999996, 13, 14, 8.399999999999999, 0, 17, 0, 0, 16.099999999999998, 0, 0, 0, 0]]",[0.31885964912280695],228.0,0.31885964912280695,72.69999999999999,0.6551724137931034,0.502475247524752,0.489531580974388,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,18
"G2,C3",P4,"[[4, 0, 3, 16, 18, 18, 27, 11, 20, 20, 20, 19, 19, 20, 18]]","[[0, 0.0, 2.0999999999999996, 16, 18, 12.6, 0, 11, 0, 0, 14.0, 0, 0, 0, 0]]",[0.3163090128755365],233.0,0.3163090128755365,73.7,0.8275862068965517,0.5272277227722771,0.4712078160680148,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,18
"G2,G2",U,"[[18, 0, 0, 14, 20, 20, 18, 18, 18, 18, 18, 22, 18, 16, 18]]","[[0, 0.0, 0.0, 14, 20, 14.0, 0, 18, 0, 0, 12.6, 0, 0, 0, 0]]",[0.3330508474576271],236.0,0.3330508474576271,78.6,0.9310344827586207,0.6485148514851482,0.591481117018672,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,18
"G2,B2",M3,"[[0, 4, 3, 17, 16, 14, 28, 20, 24, 14, 21, 18, 19, 19, 18]]","[[0, 2.8, 2.0999999999999996, 17, 16, 9.799999999999999, 0, 20, 0, 0, 14.7, 0, 0, 0, 0]]",[0.3506382978723404],235.0,0.3506382978723404,82.39999999999999,0.896551724137931,0.7425742574257421,0.7178293201568392,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,18
"G2,A#2",m3,"[[1, 3, 4, 17, 14, 24, 23, 18, 22, 18, 18, 19, 20, 17, 16]]","[[0, 2.0999999999999996, 2.8, 17, 14, 16.799999999999997, 0, 18, 0, 0, 12.6, 0, 0, 0, 0]]",[0.3559829059829059],234.0,0.3559829059829059,83.29999999999998,0.8620689655172413,0.7648514851485142,0.7562249724728051,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,18
"G2,C#3",TT,"[[1, 3, 4, 14, 15, 17, 18, 27, 13, 22, 19, 24, 16, 14, 24]]","[[0, 2.0999999999999996, 2.8, 14, 15, 11.899999999999999, 0, 27, 0, 0, 13.299999999999999, 0, 0, 0, 0]]",[0.3727272727272727],231.0,0.3727272727272727,86.1,0.7586206896551724,0.8341584158415838,0.8765164644714032,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,18
"G2,A2",M2,"[[2, 2, 5, 14, 27, 18, 22, 17, 18, 17, 22, 17, 19, 18, 17]]","[[0, 1.4, 3.5, 14, 27, 12.6, 0, 17, 0, 0, 15.399999999999999, 0, 0, 0, 0]]",[0.3868085106382979],235.0,0.3868085106382979,90.9,0.896551724137931,0.9529702970297028,0.9776760450852414,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,18
"G2,G#2",m2,"[[3, 1, 3, 26, 17, 18, 21, 19, 22, 15, 22, 19, 16, 15, 21]]","[[0, 0.7, 2.0999999999999996, 26, 17, 12.6, 0, 19, 0, 0, 15.399999999999999, 0, 0, 0, 0]]",[0.3899159663865547],238.0,0.3899159663865547,92.80000000000001,1.0,1.0,1.0,Experimental_methods's  without weights on harmonics and weights on regions and distributive Cap 0,18
"G2,G3",8v,"[[9, 0, 0, 7, 12, 13, 13, 11, 16, 17, 19, 27, 22, 22, 21]]",,,209.0,,,0.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,18
"G2,F#3",M7,"[[2, 0, 2, 14, 11, 10, 17, 14, 20, 15, 28, 18, 22, 19, 24]]",,,216.0,,,0.2413793103448276,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,18
"G2,F3",m7,"[[1, 2, 3, 9, 15, 13, 16, 16, 17, 16, 27, 21, 21, 20, 21]]",,,218.0,,,0.3103448275862069,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,18
"G2,E3",M6,"[[0, 4, 2, 12, 11, 16, 18, 15, 21, 21, 21, 20, 22, 19, 18]]",,,220.0,,,0.3793103448275862,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,18
"G2,D3",P5,"[[6, 0, 0, 15, 16, 16, 20, 11, 25, 21, 20, 20, 19, 20, 19]]",,,228.0,,,0.6551724137931034,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,18
"G2,D#3",m6,"[[0, 3, 3, 13, 14, 12, 20, 17, 31, 12, 23, 18, 20, 20, 22]]",,,228.0,,,0.6551724137931034,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,18
"G2,C#3",TT,"[[1, 3, 4, 14, 15, 17, 18, 27, 13, 22, 19, 24, 16, 14, 24]]",,,231.0,,,0.7586206896551724,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,18
"G2,C3",P4,"[[4, 0, 3, 16, 18, 18, 27, 11, 20, 20, 20, 19, 19, 20, 18]]",,,233.0,,,0.8275862068965517,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,18
"G2,A#2",m3,"[[1, 3, 4, 17, 14, 24, 23, 18, 22, 18, 18, 19, 20, 17, 16]]",,,234.0,,,0.8620689655172413,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,18
"G2,A2",M2,"[[2, 2, 5, 14, 27, 18, 22, 17, 18, 17, 22, 17, 19, 18, 17]]",,,235.0,,,0.896551724137931,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,18
"G2,B2",M3,"[[0, 4, 3, 17, 16, 14, 28, 20, 24, 14, 21, 18, 19, 19, 18]]",,,235.0,,,0.896551724137931,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,18
"G2,G2",U,"[[18, 0, 0, 14, 20, 20, 18, 18, 18, 18, 18, 22, 18, 16, 18]]",,,236.0,,,0.9310344827586207,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,18
"G2,G#2",m2,"[[3, 1, 3, 26, 17, 18, 21, 19, 22, 15, 22, 19, 16, 15, 21]]",,,238.0,,,1.0,,,Experimental_methods's  without weights on harmonics without weights on regions and distributive Cap 0,18
"G2,G3",8v,"[[3, 15]]",,,18.0,,,0.0,,,Chan's method Vanilla Cap 0 with  distributive,19
"G2,D3",P5,"[[0, 21]]",,,21.0,,,0.10344827586206896,,,Chan's method Vanilla Cap 0 with  distributive,19
"G2,E3",M6,"[[1, 24]]",,,25.0,,,0.2413793103448276,,,Chan's method Vanilla Cap 0 with  distributive,19
"G2,F3",m7,"[[2, 23]]",,,25.0,,,0.2413793103448276,,,Chan's method Vanilla Cap 0 with  distributive,19
"G2,C3",P4,"[[1, 25]]",,,26.0,,,0.27586206896551724,,,Chan's method Vanilla Cap 0 with  distributive,19
"G2,F#3",M7,"[[10, 17]]",,,27.0,,,0.3103448275862069,,,Chan's method Vanilla Cap 0 with  distributive,19
"G2,D#3",m6,"[[6, 22]]",,,28.0,,,0.3448275862068966,,,Chan's method Vanilla Cap 0 with  distributive,19
"G2,G2",U,"[[6, 26]]",,,32.0,,,0.4827586206896552,,,Chan's method Vanilla Cap 0 with  distributive,19
"G2,C#3",TT,"[[10, 24]]",,,34.0,,,0.5517241379310345,,,Chan's method Vanilla Cap 0 with  distributive,19
"G2,B2",M3,"[[6, 29]]",,,35.0,,,0.5862068965517241,,,Chan's method Vanilla Cap 0 with  distributive,19
